UnqID,wave,Year,Date,Hour,Count,Borough,Functional,Latitude,Longitude,Easting,Northing,rainfall
ML0001,2024,2024,20240716,6,202,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,7,713,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,8,1203,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,9,557,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,10,144,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,11,113,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,12,136,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,13,136,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,14,121,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,15,143,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,16,291,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,17,847,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.9192708333333334
ML0001,2024,2024,20240716,18,886,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,19,487,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,20,295,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0001,2024,2024,20240716,21,149,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45,0.0
ML0002,2024,2024,20240723,6,243,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0002,2024,2024,20240723,7,699,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0002,2024,2024,20240723,8,1537,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0002,2024,2024,20240723,9,971,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0002,2024,2024,20240723,10,422,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0002,2024,2024,20240723,11,346,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.013020833333333334
ML0002,2024,2024,20240723,12,471,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0546875
ML0002,2024,2024,20240723,13,398,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0002,2024,2024,20240723,14,388,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0002,2024,2024,20240723,15,373,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0002,2024,2024,20240723,16,609,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0002,2024,2024,20240723,17,1314,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0002,2024,2024,20240723,18,1492,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0002,2024,2024,20240723,19,788,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0002,2024,2024,20240723,20,662,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0002,2024,2024,20240723,21,416,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45,0.0
ML0003,2024,2024,20240515,6,162,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,7,485,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,8,873,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,9,455,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,10,151,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,11,118,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,12,145,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,13,181,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,14,123,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,15,177,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,16,297,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,17,736,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,18,689,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,19,353,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,20,221,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0003,2024,2024,20240515,21,147,Southwark,01 Central,51.508123,-0.094550618,532334.06,180520.37,0.0
ML0004,2024,2024,20240709,6,105,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.0
ML0004,2024,2024,20240709,7,281,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.0
ML0004,2024,2024,20240709,8,542,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.010416666666666666
ML0004,2024,2024,20240709,9,223,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.07552083333333333
ML0004,2024,2024,20240709,10,84,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.828125
ML0004,2024,2024,20240709,11,56,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.4114583333333333
ML0004,2024,2024,20240709,12,73,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.359375
ML0004,2024,2024,20240709,13,61,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,3.1927083333333335
ML0004,2024,2024,20240709,14,78,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.7838541666666666
ML0004,2024,2024,20240709,15,77,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.018229166666666668
ML0004,2024,2024,20240709,16,143,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.3072916666666667
ML0004,2024,2024,20240709,17,388,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.4505208333333333
ML0004,2024,2024,20240709,18,356,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.013020833333333334
ML0004,2024,2024,20240709,19,232,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.0390625
ML0004,2024,2024,20240709,20,107,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.0
ML0004,2024,2024,20240709,21,71,Southwark,01 Central,51.500613,-0.098926959,532052.5,179677.64,0.06510416666666667
ML0005,2024,2024,20240430,9,277,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240430,10,251,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240430,11,236,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240430,12,153,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240501,12,164,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240501,13,308,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240501,14,270,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240501,15,309,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240508,6,275,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240508,7,748,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240508,8,1416,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240508,9,462,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240509,16,537,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240509,17,1122,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240509,18,1228,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240509,19,679,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240509,20,472,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240509,21,389,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240723,6,265,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.028645833333333332
ML0005,2024,2024,20240723,7,725,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240723,8,1558,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240723,9,905,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240723,10,320,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240723,11,281,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.07291666666666667
ML0005,2024,2024,20240723,12,346,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.044270833333333336
ML0005,2024,2024,20240723,13,331,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240723,14,336,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240723,15,424,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240723,16,589,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240723,17,1323,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240723,18,1522,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240723,19,786,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240723,20,563,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0005,2024,2024,20240723,21,464,Southwark,01 Central,51.5052,-0.084629047,533031.59,180213.46,0.0
ML0006,2024,2024,20240626,6,152,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,7,415,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,8,725,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,9,367,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,10,133,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,11,106,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,12,122,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,13,120,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,14,132,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,15,141,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,16,213,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,17,600,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,18,552,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,19,310,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,20,196,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0006,2024,2024,20240626,21,138,Southwark,01 Central,51.504068,-0.095742803,532263.5,180067.71,0.0
ML0007,2024,2024,20240709,6,152,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.0
ML0007,2024,2024,20240709,7,510,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.0
ML0007,2024,2024,20240709,8,821,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.0078125
ML0007,2024,2024,20240709,9,376,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.2864583333333333
ML0007,2024,2024,20240709,10,123,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.9296875
ML0007,2024,2024,20240709,11,88,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.703125
ML0007,2024,2024,20240709,12,88,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.5442708333333334
ML0007,2024,2024,20240709,13,117,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,1.6822916666666667
ML0007,2024,2024,20240709,14,92,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,1.0026041666666667
ML0007,2024,2024,20240709,15,99,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.057291666666666664
ML0007,2024,2024,20240709,16,225,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.1328125
ML0007,2024,2024,20240709,17,525,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.5963541666666666
ML0007,2024,2024,20240709,18,581,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.018229166666666668
ML0007,2024,2024,20240709,19,353,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.015625
ML0007,2024,2024,20240709,20,202,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.005208333333333333
ML0007,2024,2024,20240709,21,151,Lambeth,01 Central,51.4915,-0.12213838,530467.76,178622.08,0.044270833333333336
ML0008,2024,2024,20240523,6,85,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,7,168,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,8,345,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,9,220,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,10,125,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,11,125,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,12,177,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,13,151,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,14,196,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,15,203,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,16,280,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,17,417,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,18,471,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,19,366,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,20,276,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0008,2024,2024,20240523,21,204,Westminster,01 Central,51.509779,-0.12311615,530347.31,180653.54,0.0
ML0009,2024,2024,20240604,6,63,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.0
ML0009,2024,2024,20240604,7,190,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.0
ML0009,2024,2024,20240604,8,439,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.0
ML0009,2024,2024,20240604,9,273,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.0
ML0009,2024,2024,20240604,10,135,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.0
ML0009,2024,2024,20240604,11,107,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.0
ML0009,2024,2024,20240604,12,126,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.0
ML0009,2024,2024,20240604,13,161,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.018229166666666668
ML0009,2024,2024,20240604,14,137,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.23697916666666666
ML0009,2024,2024,20240604,15,163,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.3567708333333333
ML0009,2024,2024,20240604,16,188,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.4765625
ML0009,2024,2024,20240604,17,471,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.13802083333333334
ML0009,2024,2024,20240604,18,484,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.010416666666666666
ML0009,2024,2024,20240604,19,303,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.020833333333333332
ML0009,2024,2024,20240604,20,189,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.0
ML0009,2024,2024,20240604,21,158,Westminster,01 Central,51.510077,-0.12824866,529990.4,180677.24,0.4661458333333333
ML0010,2024,2024,20240613,6,114,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.0
ML0010,2024,2024,20240613,7,392,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.0
ML0010,2024,2024,20240613,8,794,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.0
ML0010,2024,2024,20240613,9,356,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.0
ML0010,2024,2024,20240613,10,182,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.0
ML0010,2024,2024,20240613,11,153,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.0
ML0010,2024,2024,20240613,12,146,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.0
ML0010,2024,2024,20240613,13,158,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.0
ML0010,2024,2024,20240613,14,157,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.0
ML0010,2024,2024,20240613,15,179,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.010416666666666666
ML0010,2024,2024,20240613,16,297,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.2708333333333333
ML0010,2024,2024,20240613,17,478,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.2630208333333333
ML0010,2024,2024,20240613,18,478,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.2109375
ML0010,2024,2024,20240613,19,271,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.03125
ML0010,2024,2024,20240613,20,160,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.3489583333333333
ML0010,2024,2024,20240613,21,162,Lambeth,01 Central,51.499213,-0.11696597,530804.02,179489.31,0.18489583333333334
ML0011,2024,2024,20240605,6,137,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,7,377,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,8,712,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,9,438,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,10,160,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,11,144,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,12,205,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,13,227,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,14,201,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,15,224,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,16,401,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,17,760,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,18,801,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,19,493,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,20,346,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0011,2024,2024,20240605,21,289,Westminster,01 Central,51.504092,-0.12623169,530147.22,180015.05,0.0
ML0012,2024,2024,20240716,6,221,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0012,2024,2024,20240716,7,521,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0012,2024,2024,20240716,8,1000,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0012,2024,2024,20240716,9,502,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0012,2024,2024,20240716,10,279,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0012,2024,2024,20240716,11,171,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0012,2024,2024,20240716,12,193,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0012,2024,2024,20240716,13,266,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0012,2024,2024,20240716,14,267,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0012,2024,2024,20240716,15,338,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0012,2024,2024,20240716,16,457,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.013020833333333334
ML0012,2024,2024,20240716,17,839,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.9817708333333334
ML0012,2024,2024,20240716,18,928,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0012,2024,2024,20240716,19,490,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0012,2024,2024,20240716,20,335,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0012,2024,2024,20240716,21,336,Lambeth,01 Central,51.500776,-0.12022982,530573.64,179657.29,0.0
ML0013,2024,2024,20240605,6,435,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,7,1322,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,8,2380,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,9,1127,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,10,388,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,11,346,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,12,381,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,13,369,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,14,362,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,15,429,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,16,723,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,17,1928,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,18,2072,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,19,1077,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,20,529,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0013,2024,2024,20240605,21,350,Westminster,01 Central,51.508597,-0.12058526,530526.13,180526.32,0.0
ML0014,2024,2024,20240605,6,361,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,7,1088,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,8,1895,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,9,843,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,10,291,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,11,318,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,12,288,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,13,300,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,14,293,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,15,361,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,16,601,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,17,1593,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,18,1796,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,19,866,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,20,459,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0014,2024,2024,20240605,21,283,Westminster,01 Central,51.502451,-0.12371985,530326.96,179837.81,0.0
ML0015,2024,2024,20240605,6,284,Westminster,01 Central,51.497205,-0.12573618,530201.66,179250.93,0.0
ML0015,2024,2024,20240605,7,817,Westminster,01 Central,51.497205,-0.12573618,530201.66,179250.93,0.0
ML0015,2024,2024,20240605,8,1430,Westminster,01 Central,51.497205,-0.12573618,530201.66,179250.93,0.0
ML0015,2024,2024,20240605,9,612,Westminster,01 Central,51.497205,-0.12573618,530201.66,179250.93,0.0
ML0015,2024,2024,20240605,10,215,Westminster,01 Central,51.497205,-0.12573618,530201.66,179250.93,0.0
ML0015,2024,2024,20240605,11,156,Westminster,01 Central,51.497205,-0.12573618,530201.66,179250.93,0.0
