Year,UnqID,Date,Weather,Time,Day,Round,Direction,Path,Mode,Count
2024 W1 spring,ML1562,08/05/2024,Dry,06:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,2
2024 W1 spring,ML1562,08/05/2024,Dry,06:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,2
2024 W1 spring,ML1562,08/05/2024,Dry,06:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,3
2024 W1 spring,ML1562,08/05/2024,Dry,06:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,7
2024 W1 spring,ML1562,08/05/2024,Dry,07:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,10
2024 W1 spring,ML1562,08/05/2024,Dry,07:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,9
2024 W1 spring,ML1562,08/05/2024,Dry,07:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,15
2024 W1 spring,ML1562,08/05/2024,Dry,07:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,18
2024 W1 spring,ML1562,08/05/2024,Dry,08:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,15
2024 W1 spring,ML1562,08/05/2024,Dry,08:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,45
2024 W1 spring,ML1562,08/05/2024,Dry,08:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,39
2024 W1 spring,ML1562,08/05/2024,Dry,08:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,44
2024 W1 spring,ML1562,08/05/2024,Dry,09:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,30
2024 W1 spring,ML1562,08/05/2024,Dry,09:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,29
2024 W1 spring,ML1562,08/05/2024,Dry,09:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,16
2024 W1 spring,ML1562,08/05/2024,Dry,09:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,27
2024 W1 spring,ML1562,09/05/2024,Dry,10:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,6
2024 W1 spring,ML1562,09/05/2024,Dry,10:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,8
2024 W1 spring,ML1562,09/05/2024,Dry,10:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,6
2024 W1 spring,ML1562,09/05/2024,Dry,10:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,7
2024 W1 spring,ML1562,09/05/2024,Dry,11:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,7
2024 W1 spring,ML1562,09/05/2024,Dry,11:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,9
2024 W1 spring,ML1562,09/05/2024,Dry,11:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,2
2024 W1 spring,ML1562,09/05/2024,Dry,11:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,5
2024 W1 spring,ML1562,09/05/2024,Dry,12:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,8
2024 W1 spring,ML1562,09/05/2024,Dry,12:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,11
2024 W1 spring,ML1562,09/05/2024,Dry,12:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,8
2024 W1 spring,ML1562,09/05/2024,Dry,12:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,13
2024 W1 spring,ML1562,09/05/2024,Dry,13:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,15
2024 W1 spring,ML1562,09/05/2024,Dry,13:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,11
2024 W1 spring,ML1562,09/05/2024,Dry,13:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,6
2024 W1 spring,ML1562,09/05/2024,Dry,13:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,10
2024 W1 spring,ML1562,08/05/2024,Dry,14:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,3
2024 W1 spring,ML1562,08/05/2024,Dry,14:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,6
2024 W1 spring,ML1562,08/05/2024,Dry,14:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,5
2024 W1 spring,ML1562,08/05/2024,Dry,14:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,8
2024 W1 spring,ML1562,08/05/2024,Dry,15:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,4
2024 W1 spring,ML1562,08/05/2024,Dry,15:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,6
2024 W1 spring,ML1562,08/05/2024,Dry,15:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,14
2024 W1 spring,ML1562,08/05/2024,Dry,15:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,9
2024 W1 spring,ML1562,08/05/2024,Dry,16:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,12
2024 W1 spring,ML1562,08/05/2024,Dry,16:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,14
2024 W1 spring,ML1562,08/05/2024,Dry,16:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,9
2024 W1 spring,ML1562,08/05/2024,Dry,16:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,12
2024 W1 spring,ML1562,08/05/2024,Dry,17:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,13
2024 W1 spring,ML1562,08/05/2024,Dry,17:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,21
2024 W1 spring,ML1562,08/05/2024,Dry,17:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,25
2024 W1 spring,ML1562,08/05/2024,Dry,17:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,26
2024 W1 spring,ML1562,09/05/2024,Dry,18:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,29
2024 W1 spring,ML1562,09/05/2024,Dry,18:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,22
2024 W1 spring,ML1562,09/05/2024,Dry,18:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,17
2024 W1 spring,ML1562,09/05/2024,Dry,18:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,17
2024 W1 spring,ML1562,09/05/2024,Dry,19:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,15
2024 W1 spring,ML1562,09/05/2024,Dry,19:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,19
2024 W1 spring,ML1562,09/05/2024,Dry,19:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,14
2024 W1 spring,ML1562,09/05/2024,Dry,19:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,12
2024 W1 spring,ML1562,09/05/2024,Dry,20:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,7
2024 W1 spring,ML1562,09/05/2024,Dry,20:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,1
2024 W1 spring,ML1562,09/05/2024,Dry,20:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,6
2024 W1 spring,ML1562,09/05/2024,Dry,20:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,4
2024 W1 spring,ML1562,09/05/2024,Dry,21:00:00,Weekday,A,Northbound,n/a,Cycle hire bikes,9
2024 W1 spring,ML1562,09/05/2024,Dry,21:15:00,Weekday,A,Northbound,n/a,Cycle hire bikes,7
2024 W1 spring,ML1562,09/05/2024,Dry,21:30:00,Weekday,A,Northbound,n/a,Cycle hire bikes,5
2024 W1 spring,ML1562,09/05/2024,Dry,21:45:00,Weekday,A,Northbound,n/a,Cycle hire bikes,6
2024 W1 spring,ML1562,08/05/2024,Dry,06:00:00,Weekday,A,Northbound,n/a,Private cycles,11
2024 W1 spring,ML1562,08/05/2024,Dry,06:15:00,Weekday,A,Northbound,n/a,Private cycles,16
2024 W1 spring,ML1562,08/05/2024,Dry,06:30:00,Weekday,A,Northbound,n/a,Private cycles,30
2024 W1 spring,ML1562,08/05/2024,Dry,06:45:00,Weekday,A,Northbound,n/a,Private cycles,29
2024 W1 spring,ML1562,08/05/2024,Dry,07:00:00,Weekday,A,Northbound,n/a,Private cycles,51
2024 W1 spring,ML1562,08/05/2024,Dry,07:15:00,Weekday,A,Northbound,n/a,Private cycles,55
2024 W1 spring,ML1562,08/05/2024,Dry,07:30:00,Weekday,A,Northbound,n/a,Private cycles,68
2024 W1 spring,ML1562,08/05/2024,Dry,07:45:00,Weekday,A,Northbound,n/a,Private cycles,59
2024 W1 spring,ML1562,08/05/2024,Dry,08:00:00,Weekday,A,Northbound,n/a,Private cycles,97
2024 W1 spring,ML1562,08/05/2024,Dry,08:15:00,Weekday,A,Northbound,n/a,Private cycles,137
2024 W1 spring,ML1562,08/05/2024,Dry,08:30:00,Weekday,A,Northbound,n/a,Private cycles,180
2024 W1 spring,ML1562,08/05/2024,Dry,08:45:00,Weekday,A,Northbound,n/a,Private cycles,147
2024 W1 spring,ML1562,08/05/2024,Dry,09:00:00,Weekday,A,Northbound,n/a,Private cycles,139
2024 W1 spring,ML1562,08/05/2024,Dry,09:15:00,Weekday,A,Northbound,n/a,Private cycles,103
2024 W1 spring,ML1562,08/05/2024,Dry,09:30:00,Weekday,A,Northbound,n/a,Private cycles,94
2024 W1 spring,ML1562,08/05/2024,Dry,09:45:00,Weekday,A,Northbound,n/a,Private cycles,80
2024 W1 spring,ML1562,09/05/2024,Dry,10:00:00,Weekday,A,Northbound,n/a,Private cycles,49
2024 W1 spring,ML1562,09/05/2024,Dry,10:15:00,Weekday,A,Northbound,n/a,Private cycles,31
2024 W1 spring,ML1562,09/05/2024,Dry,10:30:00,Weekday,A,Northbound,n/a,Private cycles,38
2024 W1 spring,ML1562,09/05/2024,Dry,10:45:00,Weekday,A,Northbound,n/a,Private cycles,21
2024 W1 spring,ML1562,09/05/2024,Dry,11:00:00,Weekday,A,Northbound,n/a,Private cycles,12
2024 W1 spring,ML1562,09/05/2024,Dry,11:15:00,Weekday,A,Northbound,n/a,Private cycles,19
2024 W1 spring,ML1562,09/05/2024,Dry,11:30:00,Weekday,A,Northbound,n/a,Private cycles,18
2024 W1 spring,ML1562,09/05/2024,Dry,11:45:00,Weekday,A,Northbound,n/a,Private cycles,19
2024 W1 spring,ML1562,09/05/2024,Dry,12:00:00,Weekday,A,Northbound,n/a,Private cycles,29
2024 W1 spring,ML1562,09/05/2024,Dry,12:15:00,Weekday,A,Northbound,n/a,Private cycles,26
2024 W1 spring,ML1562,09/05/2024,Dry,12:30:00,Weekday,A,Northbound,n/a,Private cycles,23
2024 W1 spring,ML1562,09/05/2024,Dry,12:45:00,Weekday,A,Northbound,n/a,Private cycles,42
2024 W1 spring,ML1562,09/05/2024,Dry,13:00:00,Weekday,A,Northbound,n/a,Private cycles,30
2024 W1 spring,ML1562,09/05/2024,Dry,13:15:00,Weekday,A,Northbound,n/a,Private cycles,37
2024 W1 spring,ML1562,09/05/2024,Dry,13:30:00,Weekday,A,Northbound,n/a,Private cycles,19
2024 W1 spring,ML1562,09/05/2024,Dry,13:45:00,Weekday,A,Northbound,n/a,Private cycles,32
2024 W1 spring,ML1562,08/05/2024,Dry,14:00:00,Weekday,A,Northbound,n/a,Private cycles,23
2024 W1 spring,ML1562,08/05/2024,Dry,14:15:00,Weekday,A,Northbound,n/a,Private cycles,21
2024 W1 spring,ML1562,08/05/2024,Dry,14:30:00,Weekday,A,Northbound,n/a,Private cycles,15
2024 W1 spring,ML1562,08/05/2024,Dry,14:45:00,Weekday,A,Northbound,n/a,Private cycles,14
2024 W1 spring,ML1562,08/05/2024,Dry,15:00:00,Weekday,A,Northbound,n/a,Private cycles,14
2024 W1 spring,ML1562,08/05/2024,Dry,15:15:00,Weekday,A,Northbound,n/a,Private cycles,19
2024 W1 spring,ML1562,08/05/2024,Dry,15:30:00,Weekday,A,Northbound,n/a,Private cycles,26
2024 W1 spring,ML1562,08/05/2024,Dry,15:45:00,Weekday,A,Northbound,n/a,Private cycles,30
2024 W1 spring,ML1562,08/05/2024,Dry,16:00:00,Weekday,A,Northbound,n/a,Private cycles,28
2024 W1 spring,ML1562,08/05/2024,Dry,16:15:00,Weekday,A,Northbound,n/a,Private cycles,33
2024 W1 spring,ML1562,08/05/2024,Dry,16:30:00,Weekday,A,Northbound,n/a,Private cycles,24
2024 W1 spring,ML1562,08/05/2024,Dry,16:45:00,Weekday,A,Northbound,n/a,Private cycles,33
2024 W1 spring,ML1562,08/05/2024,Dry,17:00:00,Weekday,A,Northbound,n/a,Private cycles,26
2024 W1 spring,ML1562,08/05/2024,Dry,17:15:00,Weekday,A,Northbound,n/a,Private cycles,58
2024 W1 spring,ML1562,08/05/2024,Dry,17:30:00,Weekday,A,Northbound,n/a,Private cycles,58
2024 W1 spring,ML1562,08/05/2024,Dry,17:45:00,Weekday,A,Northbound,n/a,Private cycles,50
2024 W1 spring,ML1562,09/05/2024,Dry,18:00:00,Weekday,A,Northbound,n/a,Private cycles,48
2024 W1 spring,ML1562,09/05/2024,Dry,18:15:00,Weekday,A,Northbound,n/a,Private cycles,43
2024 W1 spring,ML1562,09/05/2024,Dry,18:30:00,Weekday,A,Northbound,n/a,Private cycles,40
2024 W1 spring,ML1562,09/05/2024,Dry,18:45:00,Weekday,A,Northbound,n/a,Private cycles,50
2024 W1 spring,ML1562,09/05/2024,Dry,19:00:00,Weekday,A,Northbound,n/a,Private cycles,53
2024 W1 spring,ML1562,09/05/2024,Dry,19:15:00,Weekday,A,Northbound,n/a,Private cycles,48
2024 W1 spring,ML1562,09/05/2024,Dry,19:30:00,Weekday,A,Northbound,n/a,Private cycles,33
2024 W1 spring,ML1562,09/05/2024,Dry,19:45:00,Weekday,A,Northbound,n/a,Private cycles,28
2024 W1 spring,ML1562,09/05/2024,Dry,20:00:00,Weekday,A,Northbound,n/a,Private cycles,28
2024 W1 spring,ML1562,09/05/2024,Dry,20:15:00,Weekday,A,Northbound,n/a,Private cycles,30
2024 W1 spring,ML1562,09/05/2024,Dry,20:30:00,Weekday,A,Northbound,n/a,Private cycles,25
2024 W1 spring,ML1562,09/05/2024,Dry,20:45:00,Weekday,A,Northbound,n/a,Private cycles,21
2024 W1 spring,ML1562,09/05/2024,Dry,21:00:00,Weekday,A,Northbound,n/a,Private cycles,26
2024 W1 spring,ML1562,09/05/2024,Dry,21:15:00,Weekday,A,Northbound,n/a,Private cycles,19
2024 W1 spring,ML1562,09/05/2024,Dry,21:30:00,Weekday,A,Northbound,n/a,Private cycles,16
2024 W1 spring,ML1562,09/05/2024,Dry,21:45:00,Weekday,A,Northbound,n/a,Private cycles,14
2024 W1 spring,ML1562,08/05/2024,Dry,06:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2024 W1 spring,ML1562,08/05/2024,Dry,06:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,1
2024 W1 spring,ML1562,08/05/2024,Dry,06:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,1
2024 W1 spring,ML1562,08/05/2024,Dry,06:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,5
2024 W1 spring,ML1562,08/05/2024,Dry,07:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,3
2024 W1 spring,ML1562,08/05/2024,Dry,07:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,5
2024 W1 spring,ML1562,08/05/2024,Dry,07:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,3
2024 W1 spring,ML1562,08/05/2024,Dry,07:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,3
2024 W1 spring,ML1562,08/05/2024,Dry,08:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,8
2024 W1 spring,ML1562,08/05/2024,Dry,08:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,11
2024 W1 spring,ML1562,08/05/2024,Dry,08:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,8
2024 W1 spring,ML1562,08/05/2024,Dry,08:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,8
2024 W1 spring,ML1562,08/05/2024,Dry,09:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,10
2024 W1 spring,ML1562,08/05/2024,Dry,09:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,17
2024 W1 spring,ML1562,08/05/2024,Dry,09:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,14
2024 W1 spring,ML1562,08/05/2024,Dry,09:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,8
2024 W1 spring,ML1562,09/05/2024,Dry,10:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,7
2024 W1 spring,ML1562,09/05/2024,Dry,10:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,9
2024 W1 spring,ML1562,09/05/2024,Dry,10:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,4
2024 W1 spring,ML1562,09/05/2024,Dry,10:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,6
2024 W1 spring,ML1562,09/05/2024,Dry,11:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,4
2024 W1 spring,ML1562,09/05/2024,Dry,11:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,1
2024 W1 spring,ML1562,09/05/2024,Dry,11:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,4
2024 W1 spring,ML1562,09/05/2024,Dry,11:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,2
2024 W1 spring,ML1562,09/05/2024,Dry,12:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,7
2024 W1 spring,ML1562,09/05/2024,Dry,12:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,13
2024 W1 spring,ML1562,09/05/2024,Dry,12:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,9
2024 W1 spring,ML1562,09/05/2024,Dry,12:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,6
2024 W1 spring,ML1562,09/05/2024,Dry,13:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,6
2024 W1 spring,ML1562,09/05/2024,Dry,13:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,4
2024 W1 spring,ML1562,09/05/2024,Dry,13:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,16
2024 W1 spring,ML1562,09/05/2024,Dry,13:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,9
2024 W1 spring,ML1562,08/05/2024,Dry,14:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,4
2024 W1 spring,ML1562,08/05/2024,Dry,14:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,3
2024 W1 spring,ML1562,08/05/2024,Dry,14:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,2
2024 W1 spring,ML1562,08/05/2024,Dry,14:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,6
2024 W1 spring,ML1562,08/05/2024,Dry,15:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,7
2024 W1 spring,ML1562,08/05/2024,Dry,15:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,4
2024 W1 spring,ML1562,08/05/2024,Dry,15:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,8
2024 W1 spring,ML1562,08/05/2024,Dry,15:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,10
2024 W1 spring,ML1562,08/05/2024,Dry,16:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,14
2024 W1 spring,ML1562,08/05/2024,Dry,16:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,16
2024 W1 spring,ML1562,08/05/2024,Dry,16:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,18
2024 W1 spring,ML1562,08/05/2024,Dry,16:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,19
2024 W1 spring,ML1562,08/05/2024,Dry,17:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,14
2024 W1 spring,ML1562,08/05/2024,Dry,17:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,26
2024 W1 spring,ML1562,08/05/2024,Dry,17:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,18
2024 W1 spring,ML1562,08/05/2024,Dry,17:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,27
2024 W1 spring,ML1562,09/05/2024,Dry,18:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,26
2024 W1 spring,ML1562,09/05/2024,Dry,18:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,26
2024 W1 spring,ML1562,09/05/2024,Dry,18:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,36
2024 W1 spring,ML1562,09/05/2024,Dry,18:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,32
2024 W1 spring,ML1562,09/05/2024,Dry,19:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,19
2024 W1 spring,ML1562,09/05/2024,Dry,19:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,21
2024 W1 spring,ML1562,09/05/2024,Dry,19:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,10
2024 W1 spring,ML1562,09/05/2024,Dry,19:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,7
2024 W1 spring,ML1562,09/05/2024,Dry,20:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,10
2024 W1 spring,ML1562,09/05/2024,Dry,20:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,12
2024 W1 spring,ML1562,09/05/2024,Dry,20:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,14
2024 W1 spring,ML1562,09/05/2024,Dry,20:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,11
2024 W1 spring,ML1562,09/05/2024,Dry,21:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,8
2024 W1 spring,ML1562,09/05/2024,Dry,21:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,10
2024 W1 spring,ML1562,09/05/2024,Dry,21:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,8
2024 W1 spring,ML1562,09/05/2024,Dry,21:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,6
2024 W1 spring,ML1562,08/05/2024,Dry,06:00:00,Weekday,A,Southbound,n/a,Private cycles,3
2024 W1 spring,ML1562,08/05/2024,Dry,06:15:00,Weekday,A,Southbound,n/a,Private cycles,5
2024 W1 spring,ML1562,08/05/2024,Dry,06:30:00,Weekday,A,Southbound,n/a,Private cycles,6
2024 W1 spring,ML1562,08/05/2024,Dry,06:45:00,Weekday,A,Southbound,n/a,Private cycles,10
2024 W1 spring,ML1562,08/05/2024,Dry,07:00:00,Weekday,A,Southbound,n/a,Private cycles,8
2024 W1 spring,ML1562,08/05/2024,Dry,07:15:00,Weekday,A,Southbound,n/a,Private cycles,17
2024 W1 spring,ML1562,08/05/2024,Dry,07:30:00,Weekday,A,Southbound,n/a,Private cycles,15
2024 W1 spring,ML1562,08/05/2024,Dry,07:45:00,Weekday,A,Southbound,n/a,Private cycles,14
2024 W1 spring,ML1562,08/05/2024,Dry,08:00:00,Weekday,A,Southbound,n/a,Private cycles,26
2024 W1 spring,ML1562,08/05/2024,Dry,08:15:00,Weekday,A,Southbound,n/a,Private cycles,28
2024 W1 spring,ML1562,08/05/2024,Dry,08:30:00,Weekday,A,Southbound,n/a,Private cycles,29
2024 W1 spring,ML1562,08/05/2024,Dry,08:45:00,Weekday,A,Southbound,n/a,Private cycles,25
2024 W1 spring,ML1562,08/05/2024,Dry,09:00:00,Weekday,A,Southbound,n/a,Private cycles,24
2024 W1 spring,ML1562,08/05/2024,Dry,09:15:00,Weekday,A,Southbound,n/a,Private cycles,18
2024 W1 spring,ML1562,08/05/2024,Dry,09:30:00,Weekday,A,Southbound,n/a,Private cycles,14
2024 W1 spring,ML1562,08/05/2024,Dry,09:45:00,Weekday,A,Southbound,n/a,Private cycles,16
2024 W1 spring,ML1562,09/05/2024,Dry,10:00:00,Weekday,A,Southbound,n/a,Private cycles,23
2024 W1 spring,ML1562,09/05/2024,Dry,10:15:00,Weekday,A,Southbound,n/a,Private cycles,14
2024 W1 spring,ML1562,09/05/2024,Dry,10:30:00,Weekday,A,Southbound,n/a,Private cycles,15
2024 W1 spring,ML1562,09/05/2024,Dry,10:45:00,Weekday,A,Southbound,n/a,Private cycles,9
2024 W1 spring,ML1562,09/05/2024,Dry,11:00:00,Weekday,A,Southbound,n/a,Private cycles,14
2024 W1 spring,ML1562,09/05/2024,Dry,11:15:00,Weekday,A,Southbound,n/a,Private cycles,10
2024 W1 spring,ML1562,09/05/2024,Dry,11:30:00,Weekday,A,Southbound,n/a,Private cycles,18
2024 W1 spring,ML1562,09/05/2024,Dry,11:45:00,Weekday,A,Southbound,n/a,Private cycles,13
2024 W1 spring,ML1562,09/05/2024,Dry,12:00:00,Weekday,A,Southbound,n/a,Private cycles,9
2024 W1 spring,ML1562,09/05/2024,Dry,12:15:00,Weekday,A,Southbound,n/a,Private cycles,14
2024 W1 spring,ML1562,09/05/2024,Dry,12:30:00,Weekday,A,Southbound,n/a,Private cycles,25
2024 W1 spring,ML1562,09/05/2024,Dry,12:45:00,Weekday,A,Southbound,n/a,Private cycles,31
2024 W1 spring,ML1562,09/05/2024,Dry,13:00:00,Weekday,A,Southbound,n/a,Private cycles,26
2024 W1 spring,ML1562,09/05/2024,Dry,13:15:00,Weekday,A,Southbound,n/a,Private cycles,24
2024 W1 spring,ML1562,09/05/2024,Dry,13:30:00,Weekday,A,Southbound,n/a,Private cycles,31
2024 W1 spring,ML1562,09/05/2024,Dry,13:45:00,Weekday,A,Southbound,n/a,Private cycles,23
2024 W1 spring,ML1562,08/05/2024,Dry,14:00:00,Weekday,A,Southbound,n/a,Private cycles,20
2024 W1 spring,ML1562,08/05/2024,Dry,14:15:00,Weekday,A,Southbound,n/a,Private cycles,18
2024 W1 spring,ML1562,08/05/2024,Dry,14:30:00,Weekday,A,Southbound,n/a,Private cycles,19
2024 W1 spring,ML1562,08/05/2024,Dry,14:45:00,Weekday,A,Southbound,n/a,Private cycles,14
2024 W1 spring,ML1562,08/05/2024,Dry,15:00:00,Weekday,A,Southbound,n/a,Private cycles,15
2024 W1 spring,ML1562,08/05/2024,Dry,15:15:00,Weekday,A,Southbound,n/a,Private cycles,12
2024 W1 spring,ML1562,08/05/2024,Dry,15:30:00,Weekday,A,Southbound,n/a,Private cycles,23
2024 W1 spring,ML1562,08/05/2024,Dry,15:45:00,Weekday,A,Southbound,n/a,Private cycles,28
2024 W1 spring,ML1562,08/05/2024,Dry,16:00:00,Weekday,A,Southbound,n/a,Private cycles,38
2024 W1 spring,ML1562,08/05/2024,Dry,16:15:00,Weekday,A,Southbound,n/a,Private cycles,31
2024 W1 spring,ML1562,08/05/2024,Dry,16:30:00,Weekday,A,Southbound,n/a,Private cycles,57
2024 W1 spring,ML1562,08/05/2024,Dry,16:45:00,Weekday,A,Southbound,n/a,Private cycles,70
2024 W1 spring,ML1562,08/05/2024,Dry,17:00:00,Weekday,A,Southbound,n/a,Private cycles,73
2024 W1 spring,ML1562,08/05/2024,Dry,17:15:00,Weekday,A,Southbound,n/a,Private cycles,104
2024 W1 spring,ML1562,08/05/2024,Dry,17:30:00,Weekday,A,Southbound,n/a,Private cycles,105
2024 W1 spring,ML1562,08/05/2024,Dry,17:45:00,Weekday,A,Southbound,n/a,Private cycles,119
2024 W1 spring,ML1562,09/05/2024,Dry,18:00:00,Weekday,A,Southbound,n/a,Private cycles,128
2024 W1 spring,ML1562,09/05/2024,Dry,18:15:00,Weekday,A,Southbound,n/a,Private cycles,135
2024 W1 spring,ML1562,09/05/2024,Dry,18:30:00,Weekday,A,Southbound,n/a,Private cycles,109
2024 W1 spring,ML1562,09/05/2024,Dry,18:45:00,Weekday,A,Southbound,n/a,Private cycles,108
