UnqID,wave,Year,Date,Hour,Count,Borough,Functional,Latitude,Longitude,Easting,Northing
ML0001,2022,2022,2022-07-13,6,295,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,7,955,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,8,1454,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,9,596,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,10,210,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,11,177,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,12,162,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,13,216,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,14,185,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,15,240,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,16,439,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,17,1080,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,18,1398,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,19,778,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,20,448,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2022,2022,2022-07-13,21,294,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0002,2022,2022,2022-05-24,6,168,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
ML0002,2022,2022,2022-05-24,7,554,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
ML0002,2022,2022,2022-05-24,8,1015,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
ML0002,2022,2022,2022-05-24,9,693,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
ML0002,2022,2022,2022-05-24,10,239,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
ML0002,2022,2022,2022-05-24,11,238,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
ML0002,2022,2022,2022-05-24,12,270,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
ML0002,2022,2022,2022-05-24,13,289,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
ML0002,2022,2022,2022-05-24,14,272,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
ML0002,2022,2022,2022-05-24,15,260,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
ML0002,2022,2022,2022-05-24,16,375,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
ML0002,2022,2022,2022-05-24,17,779,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
