UnqID,wave,Year,Date,Hour,Count,Borough,Functional,Latitude,Longitude,Easting,Northing
ML0001,2017,2017,2017-06-21,14,124,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-21,15,115,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-21,16,251,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-21,17,853,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-21,18,1283,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-21,19,703,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-21,20,293,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-21,21,214,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-22,6,247,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-22,7,881,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-22,8,1379,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-22,9,522,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-22,10,132,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-22,11,69,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-22,12,66,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0001,2017,2017,2017-06-22,13,73,Westminster,01 Central,51.492628,-0.12520362,530251.49,178742.45
ML0002,2017,2017,2017-06-16,6,176,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
ML0002,2017,2017,2017-06-16,7,376,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
ML0002,2017,2017,2017-06-16,8,666,City of London,01 Central,51.519599,-0.07925389,533362.68,181824.45
